soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Openbare gebouwen;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;17;1.7033;52.7504;54.4537;67939;646803;714742;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;140;7.1705;7.9771;15.1476;5065458;268344;5333802;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;3.033;0.6486;3.6816;6760;153380;160140;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;27;17.2586;5.0398;22.2984;664876;290250;955126;
Gebouwen voor eredienst;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;14;0.4066;0.5891;0.9957;2930;33371;36301;
Gebouwen voor recreatie en sport;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;50;9.5119;2.5075;12.0194;58844;66454;125298;
Andere (bebouwde percelen);Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;14;0.5172;0;0.5172;10838;0;10838;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;353.7935;0;0;0;
Akkerland;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2845;1432.5753;25.8375;1458.4128;67365;1137;68502;
Grasland;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1217;696.4922;7.8736;704.3658;29061;315;29376;
Tuinen en parken;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;685;73.8661;20.6694;94.5355;5135;1488;6623;
Boomgaarden;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;122;43.9771;0.0363;44.0134;2193;0;2193;
Bossen;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;495;316.3185;28.4724;344.7909;9433;834;10267;
Woeste gronden;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;150;53.9726;30.0088;83.9814;82;40;122;
Recreatieterreinen;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;28;14.888;10.1692;25.0572;796;537;1333;
Gekadastreerde wateren;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;104;15.4116;100.1181;115.5297;285;2867;3152;
Gekadastreerde wegenis;Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;162;5.7023;8.3258;14.0281;93;244;337;
Andere (onbebouwde percelen);Onbebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;892;77.2621;128.3072;205.5693;10053;21596;31649;
Appartementen;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;837;9.5714;0.317;9.8884;335828;13155;348983;
Buildings;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;49;2.664;0;2.664;116805;0;116805;
Huizen en hoeven;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8480;666.9817;1.7932;668.7749;8969578;4460;8974038;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;396;35.9575;0.4634;36.4209;58379;4615;62994;
Ambachts- en industriegebouwen;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;44;8.3151;0.0498;8.3649;192330;7167;199497;
Opslagruimten;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;59;37.4854;0.7602;38.2456;833833;39476;873309;
Kantoorgebouwen;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;7;2.645;0.0382;2.6832;128083;0;128083;
Gebouwen met handelsbestemming;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;222;22.0355;0.5296;22.5651;540558;5660;546218;
Openbare gebouwen;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;10;0.0636;2.2318;2.2954;0;71733;71733;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;144;0.449;4.612;5.061;15625;81159;96784;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9;2.1693;0.5164;2.6857;614;149357;149971;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;1.2833;5.8192;7.1025;0;87477;87477;
Gebouwen voor eredienst;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;15;0.0037;1.4611;1.4648;0;21735;21735;
Gebouwen voor recreatie en sport;Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;158;8.2048;2.5528;10.7576;100574;50526;151100;
Andere (bebouwde percelen);Bebouwde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;12;0.4433;0.0018;0.4451;18292;0;18292;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23096;Zemst;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;373.7344;0;0;0;
Akkerland;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;3157;837.1488;2.9123;840.0611;47705;187;47892;
Grasland;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1036;363.2044;8.1577;371.3621;20395;379;20774;
Tuinen en parken;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;511;49.7009;1.5931;51.294;3882;172;4054;
Boomgaarden;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;466;125.8094;0.0255;125.8349;8390;0;8390;
Bossen;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;554;106.5136;5.2654;111.779;3540;203;3743;
Woeste gronden;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;47;2.6716;0.0011;2.6727;4;0;4;
Recreatieterreinen;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;3.0923;0;3.0923;193;17;210;
Gekadastreerde wateren;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2;2.0752;0;2.0752;47;0;47;
Gekadastreerde wegenis;Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;38;1.2168;0.5362;1.753;20;9;29;
Andere (onbebouwde percelen);Onbebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;586;61.8938;1.2672;63.161;16035;649;16684;
Appartementen;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;284;3.0484;2.4922;5.5406;123985;10351;134336;
Buildings;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;38;3.8629;0;3.8629;128303;0;128303;
Huizen en hoeven;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4207;417.5604;0.3892;417.9496;4225407;1575;4226982;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;232;21.4766;0.0092;21.4858;25757;420;26177;
Ambachts- en industriegebouwen;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;38;9.6363;0;9.6363;176000;21503;197503;
Opslagruimten;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;34;4.1581;0;4.1581;58836;742;59578;
Kantoorgebouwen;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2;0.121;0;0.121;2763;0;2763;
Gebouwen met handelsbestemming;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;142;11.9391;0.006;11.9451;247098;1043;248141;
Openbare gebouwen;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4;0.0196;0.5435;0.5631;550;23412;23962;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;37;0.0089;0.1134;0.1223;339;3886;4225;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;11;4.3272;0.1026;4.4298;0;118570;118570;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;14;3.6727;15.4995;19.1722;3609;79296;82905;
Gebouwen voor eredienst;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;22;0.6137;1.2045;1.8182;7450;23012;30462;
Gebouwen voor recreatie en sport;Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;18;8.3481;0.6056;8.9537;32221;11022;43243;
Andere (bebouwde percelen);Bebouwde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;15;0.8385;0;0.8385;8945;0;8945;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23097;Roosdaal;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;85.5583;0;0;0;
Akkerland;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;42;3.5789;1.4803;5.0592;180;90;270;
Grasland;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;2.5768;0;2.5768;122;0;122;
Tuinen en parken;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;50;7.4077;0.4648;7.8725;657;43;700;
Boomgaarden;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;11;2.9923;0;2.9923;175;0;175;
Bossen;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2;18.1602;0;18.1602;725;0;725;
Woeste gronden;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;19;0.156;0.8188;0.9748;0;1;1;
Recreatieterreinen;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;5.1898;0.6316;5.8214;325;39;364;
Gekadastreerde wateren;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1;1.7023;0;1.7023;39;0;39;
Gekadastreerde wegenis;Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;0.1749;2.4604;2.6353;2263;52;2315;
Andere (onbebouwde percelen);Onbebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;146;14.5745;1.3135;15.888;47785;1452;49237;
Appartementen;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1285;8.6085;0;8.6085;829656;320;829976;
Buildings;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;74;2.6203;0;2.6203;274515;0;274515;
Huizen en hoeven;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1259;34.9156;0;34.9156;1295110;1360;1296470;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;39;1.2739;0;1.2739;13427;0;13427;
Ambachts- en industriegebouwen;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;74;47.2539;0.161;47.4149;2535523;973928;3509451;
Opslagruimten;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;28;8.6734;0.2034;8.8768;361363;12098;373461;
Kantoorgebouwen;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;2.2783;0;2.2783;350488;0;350488;
Gebouwen met handelsbestemming;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;59;15.8213;0;15.8213;714526;0;714526;
Openbare gebouwen;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1;0;0.0425;0.0425;0;6368;6368;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;5.7387;0.9644;6.7031;77484;43668;121152;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;0.9633;1.5113;2.4746;71754;52;71806;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;0.1507;1.2148;1.3655;5936;23915;29851;
Gebouwen voor eredienst;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;3;0;0.1735;0.1735;0;3207;3207;
Gebouwen voor recreatie en sport;Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;0.6997;0.4272;1.1269;4354;15940;20294;
Andere (bebouwde percelen);Bebouwde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;0.3879;0;0.3879;7687;0;7687;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23098;Drogenbos;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;51.3293;0;0;0;
Akkerland;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;211;83.3345;1.3184;84.6529;4758;94;4852;
Grasland;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;29;2.9668;0.3575;3.3243;110;11;121;
Tuinen en parken;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;523;43.0226;9.7141;52.7367;3434;1116;4550;
Boomgaarden;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;2.7501;0;2.7501;170;0;170;
Bossen;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;35;28.3898;1.0515;29.4413;1073;20;1093;
Woeste gronden;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4;0.2347;1.164;1.3987;0;1;1;
Recreatieterreinen;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;12;5.6282;3.533;9.1612;349;221;570;
Gekadastreerde wateren;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4;2.2895;3.957;6.2465;59;102;161;
Gekadastreerde wegenis;Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;34;1.4468;0.6228;2.0696;26;14;40;
Andere (onbebouwde percelen);Onbebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;296;18.6678;0.6684;19.3362;7754;5977;13731;
Appartementen;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1977;12.273;1.9971;14.2701;1484072;28372;1512444;
Buildings;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;64;2.3588;0;2.3588;379894;0;379894;
Huizen en hoeven;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4256;228.8811;3.4642;232.3453;11876758;111681;11988439;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;113;3.2838;0;3.2838;25244;1202;26446;
Ambachts- en industriegebouwen;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;0.7776;0.7982;1.5758;25327;12468;37795;
Opslagruimten;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;0.1126;0;0.1126;2255;0;2255;
Kantoorgebouwen;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2;1.3521;0;1.3521;269494;0;269494;
Gebouwen met handelsbestemming;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;58;7.4101;0;7.4101;405793;1154;406947;
Openbare gebouwen;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;3;0;0.2643;0.2643;0;24126;24126;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;21;0.0371;0.5032;0.5403;1693;8692;10385;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;0.5787;3.7835;4.3622;21124;7970;29094;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1;0;0.1006;0.1006;0;1904;1904;
Gebouwen voor eredienst;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;7;0.4896;0.5698;1.0594;0;43078;43078;
Gebouwen voor recreatie en sport;Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;15;3.5828;0.2637;3.8465;36440;20636;57076;
Andere (bebouwde percelen);Bebouwde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4;0.3909;0;0.3909;27258;0;27258;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23099;Kraainem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;96.0544;0;0;0;
Akkerland;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;212;106.6427;0.8313;107.474;5132;40;5172;
Grasland;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;89;37.2505;1.5275;38.778;1945;73;2018;
Tuinen en parken;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;230;20.6692;9.6445;30.3137;1509;809;2318;
Boomgaarden;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;43;12.2335;0.3968;12.6303;749;23;772;
Bossen;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;53;8.3753;11.9096;20.2849;175;311;486;
Woeste gronden;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;0.7565;0;0.7565;0;0;0;
Recreatieterreinen;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;2.2028;1.0124;3.2152;135;63;198;
Gekadastreerde wateren;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;14;5.2741;3.241;8.5151;24;192;216;
Gekadastreerde wegenis;Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;35;1.8301;0.785;2.6151;38;16;54;
Andere (onbebouwde percelen);Onbebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;148;36.548;1.9379;38.4859;5238;13;5251;
Appartementen;Bebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;466;3.4143;0.0394;3.4537;349454;2542;351996;
Buildings;Bebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;23;0.9932;0;0.9932;87801;0;87801;
Huizen en hoeven;Bebouwde percelen;23100;Linkebeek;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1607;105.5938;0.5951;106.1889;2882585;13265;2895850;
