Kracht (N);Uitrekking (mm)
5611.467;1.865
5616.333;1.867
5620.133;1.868
5623.4;1.869
5626.533;1.87
5631.267;1.871
5635.4;1.873
5638.6;1.874
5641.867;1.875
5646.133;1.876
5650.8;1.878
5653.933;1.879
5657.333;1.88
5661.267;1.881
5666.467;1.883
5669.333;1.884
5671.8;1.885
5676.333;1.886
5680.267;1.888
5684.6;1.889
5687.8;1.89
5692.067;1.891
5696.6;1.893
5700.533;1.894
5704;1.895
5708.6;1.896
5712.267;1.898
5716.067;1.899
5720.267;1.9
5724.267;1.901
5727.6;1.903
5731.667;1.904
5736.2;1.905
5740.933;1.906
5744.467;1.908
5749.6;1.909
5752.933;1.91
5757.067;1.911
5760.6;1.913
5764.333;1.914
5768.867;1.915
5772.267;1.916
5777;1.917
5782;1.919
5785.6;1.92
5788.667;1.921
5793.467;1.922
5798.133;1.924
5801.333;1.925
5805.2;1.926
5809.667;1.927
5813.333;1.929
5817.867;1.93
5821.867;1.931
5825.4;1.932
5828.4;1.934
5833.4;1.935
5837.467;1.936
5841.067;1.937
5844.2;1.939
5848.267;1.94
5851.933;1.941
5855.133;1.942
5858.067;1.944
5862.067;1.945
5866.533;1.946
5869.467;1.947
5875.067;1.949
5878.533;1.95
5881.933;1.951
5885.533;1.952
5889.8;1.954
5893.133;1.955
5895.8;1.956
5899.4;1.957
5904;1.959
5907.8;1.96
5910.267;1.961
5914.333;1.962
5919.267;1.964
5922.933;1.965
5926.467;1.966
5930.733;1.967
5935.133;1.969
5937.333;1.97
5941.733;1.971
5945.267;1.972
5950;1.974
5953.733;1.975
5958.467;1.976
5962;1.977
5966.8;1.979
5972.333;1.98
5975.733;1.981
5979.133;1.982
5983.667;1.984
5988.333;1.985
5992.2;1.986
5994.667;1.987
5999.067;1.988
6002.933;1.99
6006.6;1.991
6009.667;1.992
6014.733;1.994
6019.333;1.995
6023.333;1.996
6026.933;1.997
6031.533;1.998
6036.467;2
6041.6;2.001
6045;2.002
6049.4;2.003
6053.533;2.005
6057.933;2.006
6062.4;2.007
6065.2;2.009
6068.8;2.01
6073.933;2.011
6077.933;2.012
6081.333;2.014
6084.333;2.015
6089.067;2.016
6092.867;2.017
6096.4;2.018
6100.2;2.02
6103.933;2.021
6109.067;2.022
6113.6;2.023
6117.8;2.025
6121.8;2.026
6126.8;2.027
6130.933;2.028
6133.133;2.03
6135.867;2.031
6140.533;2.032
6145.333;2.033
6147.933;2.035
6151.133;2.036
6156.267;2.037
6160.333;2.038
6163.133;2.04
6168.467;2.041
6173.667;2.042
6176.6;2.043
6181.2;2.045
6185.8;2.046
6189.533;2.047
6193.067;2.048
6196.733;2.05
6200.933;2.051
6205.2;2.052
6208.267;2.053
6212.533;2.055
6217.4;2.056
6220.467;2.057
6224.067;2.058
6228.067;2.06
6232.6;2.061
6235.8;2.062
6240.6;2.063
6244.267;2.065
6249.533;2.066
6253.2;2.067
6257.067;2.068
6260.733;2.07
6265.067;2.071
6268.8;2.072
6273.4;2.073
6277.533;2.075
6281.333;2.076
6285.467;2.077
6289.333;2.078
6293;2.08
6296.067;2.081
6300.067;2.082
6305.2;2.083
6308.667;2.085
6311.733;2.086
6316.067;2.087
6320.667;2.088
6324.133;2.09
6329.2;2.091
6332.733;2.092
6337.4;2.093
6341.467;2.095
6345.733;2.096
6348.733;2.097
6353.333;2.098
6358.6;2.1
6361.8;2.101
6365.067;2.102
6370;2.103
6374.467;2.104
6377.6;2.106
6380.4;2.107
6384.933;2.108
6390.067;2.11
6394.2;2.111
6398.2;2.112
6403;2.113
6407.4;2.115
6411.867;2.116
6416.867;2.117
6419.933;2.118
6423.8;2.119
6428.867;2.121
6433.6;2.122
6437.667;2.123
6441.8;2.124
6446.867;2.126
6451.8;2.127
6455.733;2.128
6459.2;2.129
6464.533;2.131
6469.6;2.132
6473.333;2.133
6478.333;2.134
6482.133;2.136
6486.933;2.137
6490.733;2.138
6495.733;2.139
6501.333;2.141
6505.4;2.142
6511.2;2.143
6515.067;2.144
6520.4;2.146
6524.4;2.147
6529.533;2.148
6533.067;2.149
6538.4;2.151
6543.2;2.152
6546.2;2.153
6549.4;2.154
6554.067;2.156
6558.8;2.157
6561.533;2.158
6564.467;2.159
6568.733;2.161
6572.933;2.162
6575.467;2.163
6580.4;2.164
6584.933;2.166
6588.4;2.167
6592.867;2.168
6597.067;2.169
6601.6;2.171
6604.733;2.172
6608.8;2.173
6614;2.174
6616.867;2.176
6619.933;2.177
6623.733;2.178
6628.267;2.179
6631;2.181
6633.133;2.182
6636.867;2.183
6640.867;2.184
6644.133;2.186
6649.067;2.187
6654.6;2.188
6658;2.189
6663.533;2.191
6669.4;2.192
6672.867;2.193
6676.8;2.194
6681.667;2.196
6687.267;2.197
6691.267;2.198
6694.067;2.199
6698.533;2.2
6703;2.202
6706.333;2.203
6709.8;2.204
6713.667;2.206
6719.933;2.207
6725.333;2.208
6728.867;2.209
6732.333;2.211
6737.867;2.212
6743.067;2.213
6746;2.214
6750.667;2.216
6756.267;2.217
6762.667;2.218
6767.4;2.219
6772.8;2.221
6776.467;2.222
6779.6;2.223
6784.6;2.224
6788.933;2.226
6792.2;2.227
6795.8;2.228
6800.067;2.229
6804.933;2.23
6808.267;2.232
6814.067;2.233
6818.533;2.234
6821.8;2.236
6827.467;2.237
6832.733;2.238
6836.867;2.239
6840.733;2.24
6843.667;2.242
6848.4;2.243
6852.6;2.244
6856.2;2.245
6860.733;2.247
6866.2;2.248
6870.667;2.249
6874.4;2.25
6879.333;2.252
6881.867;2.253
6886.8;2.254
6889.6;2.255
6895.133;2.257
6900.533;2.258
6904;2.259
6907.733;2.26
6912.2;2.262
6917.133;2.263
6920.867;2.264
6924.6;2.265
6929.333;2.267
6934.533;2.268
6938.267;2.269
6941.867;2.27
6945.867;2.272
6950.6;2.273
6954.067;2.274
6957.6;2.275
6962.467;2.277
6967.333;2.278
6972.867;2.279
6977.533;2.28
6980.667;2.282
6984;2.283
6988.867;2.284
6993.933;2.285
6997.667;2.287
7001.933;2.288
7007.4;2.289
7012.867;2.29
7016.333;2.292
7020;2.293
7025.067;2.294
7030.333;2.295
7033.867;2.297
7038.133;2.298
7041.933;2.299
7047.333;2.3
7050.6;2.302
7053.867;2.303
7058.933;2.304
7063.733;2.305
7067.533;2.307
7071.333;2.308
7077.867;2.309
7081.667;2.31
7086.6;2.312
7091;2.313
7094;2.314
7098.067;2.315
7104.267;2.317
7109.2;2.318
7112.8;2.319
7116.933;2.32
7121.067;2.322
7125.267;2.323
7128.6;2.324
7132.6;2.325
7136.933;2.327
7141;2.328
7144.333;2.329
7147.6;2.33
7152.733;2.332
7158.533;2.333
7162.533;2.334
7165.8;2.335
7170.733;2.336
7175.533;2.338
7178.8;2.339
7184.133;2.34
7189.4;2.342
7193.533;2.343
7198.933;2.344
7203.067;2.345
7208.6;2.347
7211.867;2.348
7217.467;2.349
7221.467;2.35
7226.667;2.352
7230.6;2.353
7235.867;2.354
7239.2;2.355
7244.933;2.357
7250.667;2.358
7254.267;2.359
7259.133;2.36
7264.933;2.362
7268.8;2.363
7272.2;2.364
7277.667;2.365
7283.067;2.366
7286.133;2.368
7289.467;2.369
7294.733;2.37
7299.6;2.372
7303.8;2.373
7307.733;2.374
7312.267;2.375
7316.933;2.377
7320.867;2.378
7325;2.379
7328.467;2.38
7333;2.381
7337;2.383
7342.133;2.384
7346.867;2.385
7350.333;2.387
7355.4;2.388
7360.067;2.389
7363.467;2.39
7367.2;2.392
7371.6;2.393
7375.533;2.394
7380.4;2.395
7385.4;2.397
7389.133;2.398
7392.733;2.399
7397.2;2.4
7402;2.401
7406;2.403
7409.333;2.404
7413.133;2.405
7418.4;2.406
7423.933;2.408
7427.733;2.409
7432.933;2.41
7437.8;2.412
7441.933;2.413
7446.067;2.414
7451.067;2.415
7454.8;2.416
7459.8;2.418
7465;2.419
7468.867;2.42
7473.8;2.421
7479;2.423
7483.8;2.424
7490.067;2.425
7494.667;2.426
7499;2.428
7506.333;2.429
7510.467;2.43
7515.933;2.431
7522.467;2.433
7527.2;2.434
7532.8;2.435
7537.8;2.436
7543.8;2.438
7550.2;2.439
7554.733;2.44
7559.267;2.441
7565.133;2.443
7571.067;2.444
7575.267;2.445
7578.2;2.446
7586.4;2.448
7590.6;2.449
7596.2;2.45
7602.6;2.451
7607.067;2.453
7611.4;2.454
7617.133;2.455
7623;2.456
7626.933;2.458
7631.8;2.459
7635.8;2.46
7641.2;2.461
7645.8;2.463
7650.6;2.464
7654.8;2.465
7660;2.466
7663.067;2.468
7668.667;2.469
7672.333;2.47
7676.8;2.471
7681.6;2.473
7685.267;2.474
7689;2.475
7693.867;2.476
7698.333;2.478
7702.667;2.479
7706.733;2.48
7712.067;2.481
7716.733;2.483
7720.867;2.484
7723.867;2.485
7729;2.486
7734.267;2.488
7738.667;2.489
7743.667;2.49
7748.867;2.491
7753.067;2.493
7759.2;2.494
7765.6;2.495
7768.933;2.496
7772.867;2.498
7778.133;2.499
7783.8;2.5
7789.133;2.501
7794.267;2.503
7798.467;2.504
7803.8;2.505
7808.2;2.506
7813.6;2.508
7819.133;2.509
7822.867;2.51
7827.267;2.511
7832.467;2.513
7837.4;2.514
7840.867;2.515
7845.667;2.516
7851;2.518
7856.8;2.519
7861.133;2.52
7865.133;2.521
7870.133;2.522
7875;2.524
7878.8;2.525
7883;2.526
7888;2.528
7892.4;2.529
7895.4;2.53
7899;2.531
7903.133;2.533
7908.533;2.534
7912.333;2.535
7917.8;2.536
7923.933;2.538
7927.133;2.539
7932.467;2.54
7936.533;2.541
7940.333;2.543
7944.4;2.544
7950.267;2.545
7955.467;2.546
7959.6;2.548
7964.8;2.549
7969.867;2.55
7973.8;2.551
7979.2;2.552
7984.067;2.554
7987.6;2.555
7991.067;2.556
7996.933;2.558
8002.2;2.559
8006.333;2.56
8012;2.561
8016.067;2.563
8022.133;2.564
8027.667;2.565
8032.267;2.566
8037;2.568
8042.4;2.569
8048.067;2.57
8051.867;2.571
8056;2.573
8061.733;2.574
8067.267;2.575
8072.267;2.576
8077.2;2.578
8083.2;2.579
8088.067;2.58
8092.2;2.581
8096.133;2.582
8103.6;2.584
8109.333;2.585
8113.533;2.586
8119.133;2.587
8124.8;2.589
8129.2;2.59
8133.8;2.591
8138.4;2.592
8144.333;2.594
8148.133;2.595
8151.867;2.596
8157.333;2.598
8163.133;2.599
8167.4;2.6
8171.133;2.601
8176.067;2.603
8181.733;2.604
8185.333;2.605
8189.2;2.606
8194.2;2.607
8200.4;2.609
8203.8;2.61
8207.733;2.611
8213;2.612
8218.6;2.614
8222.533;2.615
8226.4;2.616
8232.133;2.617
8236.933;2.619
8241.133;2.62
8244.933;2.621
8249.733;2.623
8254.067;2.624
8260.133;2.625
8264.133;2.626
8269.933;2.628
8273.933;2.629
8279.6;2.63
8284.133;2.631
8288.6;2.632
8292.333;2.634
8297.6;2.635
8303.2;2.636
8307.8;2.637
8311.733;2.639
8317.267;2.64
8322.933;2.641
8326.867;2.642
8331.067;2.644
8337.267;2.645
8343.667;2.646
8347.667;2.647
8351.8;2.649
8358.533;2.65
8364.8;2.651
8369.067;2.652
8373.067;2.654
8379.467;2.655
8385.267;2.656
8389.8;2.657
8396.133;2.659
8400.667;2.66
8407.2;2.661
8411.6;2.662
8417.2;2.664
8421.867;2.665
8427;2.666
8433.133;2.667
8437.267;2.669
8441.667;2.67
8447.4;2.671
8453.4;2.672
8458;2.674
8462.533;2.675
8467.933;2.676
8473.667;2.677
8476.867;2.679
8480.933;2.68
8486.133;2.681
8492.333;2.682
8497.067;2.684
8502.133;2.685
8506;2.686
8509.6;2.688
8514.733;2.689
8519.933;2.69
8524.2;2.691
8528.267;2.692
8533.6;2.694
8539.467;2.695
8542.867;2.696
8546.533;2.697
8551.333;2.699
8556.333;2.7
8560.8;2.701
8566.533;2.702
8571.467;2.704
8576.933;2.705
8581.467;2.706
8586.4;2.707
8592.333;2.709
8596.267;2.71
8602.4;2.711
8608.733;2.712
8613.733;2.714
8619.867;2.715
8625.267;2.716
8630.067;2.717
8636.8;2.719
8642.667;2.72
8647.067;2.721
8651.867;2.722
8658;2.724
8664.067;2.725
8668.133;2.726
8674.267;2.727
8678.467;2.729
8683.4;2.73
8688.267;2.731
8695.667;2.732
8700.133;2.734
8705.133;2.735
8709.867;2.736
8715.733;2.737
8720.067;2.739
8725.6;2.74
8731.6;2.741
8736.6;2.742
8740.267;2.744
8746;2.745
8751.533;2.746
8755.533;2.747
8759.733;2.749
8764.8;2.75
8770.4;2.751
8774.067;2.752
8777.933;2.754
8783.2;2.755
8788.6;2.756
8793.6;2.757
8800.133;2.759
8804.6;2.76
8810.6;2.761
8815.533;2.762
8821.333;2.764
8825.4;2.765
8831.133;2.766
8835.533;2.767
8841.733;2.769
8845.933;2.77
8851.733;2.771
8857.867;2.772
8862.267;2.774
8867.133;2.775
8872.8;2.776
8878.733;2.777
8883.467;2.779
8887.067;2.78
8892.267;2.781
8897.533;2.782
8902.267;2.784
8906.733;2.785
8913.867;2.786
8918.2;2.787
8925.2;2.789
8930.267;2.79
8936.533;2.791
8940.133;2.792
8945.733;2.794
8949.733;2.795
8955.133;2.796
8959.667;2.797
8966;2.799
8972.2;2.8
8976.467;2.801
8982.133;2.802
8985.933;2.804
8992.667;2.805
8998.2;2.806
9002.333;2.807
9007;2.809
9012.4;2.81
9018.667;2.811
9023.6;2.812
9029.867;2.814
9035.533;2.815
9040.067;2.816
9046.533;2.817
9052.4;2.819
9058.133;2.82
9063;2.821
9068.4;2.822
9072.867;2.824
9078.6;2.825
9083.267;2.826
9088.6;2.827
9093.333;2.829
9099.867;2.83
9105.267;2.831
9110.2;2.832
9113.533;2.834
9119.333;2.835
9125.667;2.836
9130.533;2.837
9134.6;2.839
9139.867;2.84
9146.6;2.841
9150.533;2.842
9154.6;2.844
9160.333;2.845
9166.067;2.846
9172.267;2.847
9176.4;2.848
9181.8;2.85
9187.667;2.851
9192;2.852
9197.8;2.853
9203.867;2.855
9208.067;2.856
9212.8;2.857
9218.4;2.858
9224.067;2.86
9228.333;2.861
9232.6;2.862
9238.467;2.864
9244.067;2.865
9249.133;2.866
9253.533;2.867
9260.8;2.869
9267.267;2.87
9271.933;2.871
9277.133;2.872
9282.333;2.874
9288.133;2.875
9293.933;2.876
9299.267;2.877
9304.133;2.879
9310.333;2.88
9316.333;2.881
9321.067;2.882
9324.933;2.884
9330.333;2.885
9336.533;2.886
9341.733;2.887
9346.067;2.889
9353.2;2.89
9359.733;2.891
9364.133;2.892
9368.933;2.894
9374.2;2.895
9380.733;2.896
9387.933;2.897
9393.8;2.899
9398.2;2.9
9402.333;2.901
9408.467;2.902
9414.067;2.904
9418;2.905
9422;2.906
9428.733;2.907
9434.667;2.909
9439.067;2.91
9443;2.911
9448.8;2.912
9455.133;2.913
9458.933;2.915
9462.867;2.916
9468.6;2.917
9475.4;2.918
9479.8;2.92
9485.6;2.921
9491.267;2.922
9497.067;2.923
9500.733;2.925
9506.4;2.926
9512.4;2.927
9516.733;2.928
9521.333;2.93
9527;2.931
9532.6;2.932
9537.2;2.933
9542.2;2.935
9548.133;2.936
9553.667;2.937
9558;2.938
9564.667;2.94
9570.2;2.941
9574.2;2.942
9580;2.943
9586.067;2.945
9590.933;2.946
9597;2.947
9601;2.948
9606.8;2.95
9613.733;2.951
9617.467;2.952
9622.133;2.954
9628.4;2.955
9634.267;2.956
9639.2;2.957
9645.2;2.958
9651.867;2.96
9656.667;2.961
9662.267;2.962
9668.667;2.963
9673.267;2.965
9677.6;2.966
9683.133;2.967
9689.267;2.969
9693.533;2.97
9698.333;2.971
9703.733;2.972
9709.6;2.973
9714.6;2.975
9718.533;2.976
9724.4;2.977
9730.267;2.978
9735.067;2.98
9739.267;2.981
9744.933;2.982
9751.333;2.983
9757.667;2.985
9763.133;2.986
9767.667;2.987
9771.733;2.989
9778.2;2.99
9784.733;2.991
9789.067;2.992
9793.067;2.994
9798.533;2.995
9804.2;2.996
9808;2.997
9813;2.998
9819.267;3
9825.4;3.001
9830.2;3.002
9836;3.003
9841.067;3.005
9847.133;3.006
9852.267;3.007
9858.067;3.008
9862.333;3.01
9869.2;3.011
9875.6;3.012
9880.4;3.013
9885.333;3.015
9891.333;3.016
9897.733;3.017
9903.867;3.018
9910.2;3.02
9915.333;3.021
9921.8;3.022
9926.933;3.023
9933.267;3.025
9939.267;3.026
9942.733;3.027
9947.467;3.028
9953.667;3.03
9959.867;3.031
9965;3.032
9969.733;3.033
9975.533;3.035
9981.4;3.036
9985.467;3.037
9989.4;3.038
9994.467;3.04
10000.333;3.041
10005;3.042
10011.067;3.043
10015.067;3.045
10019.933;3.046
10024.933;3.047
10030.733;3.048
10036.267;3.05
10041;3.051
10047.533;3.052
10052.733;3.053
10056.733;3.055
10060.533;3.056
10066.6;3.057
10072.133;3.058
10076;3.06
10080.667;3.061
10087.533;3.062
10094.2;3.063
10100.133;3.065
10104.467;3.066
10110.133;3.067
10114.2;3.068
10120.4;3.07
10126.467;3.071
10130.667;3.072
10135.6;3.073
10141.667;3.075
10147.8;3.076
10152.267;3.077
10157.267;3.078
10163.667;3.08
10171.067;3.081
10177.533;3.082
10182.733;3.083
10190.333;3.085
10194.333;3.086
10200.467;3.087
10207.333;3.088
10211.8;3.09
10216.733;3.091
10223.133;3.092
10230.267;3.093
10234.933;3.095
10239;3.096
10246.733;3.097
10253.533;3.098
10258.333;3.1
10264.333;3.101
10271.067;3.102
10277.067;3.103
10281.6;3.105
10288.067;3.106
10292.8;3.107
10299.867;3.108
10306.467;3.11
10310.533;3.111
10315.333;3.112
10321.267;3.113
10327.067;3.115
10330.333;3.116
10335.267;3.117
10340.8;3.118
10346.133;3.12
10350.2;3.121
10354.133;3.122
10359.6;3.123
10366.4;3.125
10371;3.126
10375.267;3.127
10381.133;3.128
10387.867;3.13
10392.333;3.131
10396.4;3.132
10401.267;3.133
10407.933;3.135
10412.6;3.136
10417.733;3.137
10422.533;3.138
10428.8;3.14
10434.2;3.141
10440.133;3.142
10444.733;3.143
10450.8;3.145
10456.133;3.146
10462.133;3.147
10466.4;3.148
10473;3.15
10478.8;3.151
10484.867;3.152
10489.8;3.153
10496.6;3.155
10503.533;3.156
10508.533;3.157
10513.4;3.158
10520.8;3.16
10527.2;3.161
10531.933;3.162
10536.467;3.163
10542.133;3.165
10549.533;3.166
10554.467;3.167
10559.667;3.168
10565.8;3.17
10572.533;3.171
10576.4;3.172
10581.133;3.173
10587.867;3.175
10594.667;3.176
10599.467;3.177
10604.333;3.178
10610.133;3.18
10616.267;3.181
10621.667;3.182
10628.267;3.183
10633.067;3.185
10639;3.186
10644.533;3.187
10650.6;3.188
10655.2;3.19
10660.733;3.191
10666.133;3.192
10672.333;3.193
10676.133;3.195
10682.4;3.196
10687.2;3.197
10693.133;3.198
10697.4;3.2
10703.867;3.201
10710.533;3.202
10714.467;3.203
10719.333;3.205
10725.733;3.206
10733.133;3.207
10738.2;3.208
10742.933;3.21
10747.6;3.211
10754.467;3.212
10758.4;3.213
10762.867;3.215
10769.267;3.216
10775.267;3.217
10779.733;3.218
10784.067;3.22
10789.667;3.221
10795.533;3.222
10800.4;3.223
10806.667;3.225
10811.133;3.226
10818;3.227
10824.933;3.228
10829.6;3.23
10834.333;3.231
10841.067;3.232
10847.6;3.233
10852.067;3.235
10856.467;3.236
10862.867;3.237
10869.2;3.238
10874.6;3.24
10880.4;3.241
10885.2;3.242
10891.733;3.243
10896.733;3.245
10903.267;3.246
10907.667;3.247
10914.133;3.248
10921.133;3.25
10925.533;3.251
10930.133;3.252
10937.533;3.253
10944.2;3.255
10948.6;3.256
10952.667;3.257
10959.333;3.258
10965.267;3.26
10970.4;3.261
10975.2;3.262
10981.133;3.263
10986.2;3.265
10991.933;3.266
10998.2;3.267
11002.533;3.268
11008;3.27
11014.067;3.271
11020.267;3.272
11025.067;3.273
11029.333;3.275
11036.667;3.276
11043.067;3.277
11046.933;3.278
11051.4;3.28
11057.533;3.281
11064;3.282
11068.933;3.283
11073.2;3.285
11079.6;3.286
11085.2;3.287
11089.333;3.288
11094.067;3.29
11100.533;3.291
11106.933;3.292
11112.133;3.293
11118.533;3.295
11122.533;3.296
11130;3.297
11135;3.298
11141.133;3.3
11146.267;3.301
11153.067;3.302
11158.6;3.303
11165.6;3.305
11172.133;3.306
11177.067;3.307
11184.067;3.308
11190.867;3.31
11195.8;3.311
11200;3.312
11206.267;3.313
11213.733;3.315
11218.6;3.316
11224.067;3.317
11228.667;3.318
11235.533;3.32
11242.6;3.321
11247.6;3.322
11252.267;3.323
11258.667;3.325
11266.267;3.326
11270.867;3.327
11274.8;3.328
11280.733;3.33
11288.133;3.331
11292.267;3.332
11297.533;3.333
11304;3.335
11310.933;3.336
11317.067;3.337
11321.533;3.338
11327.2;3.34
11333.667;3.341
11338.4;3.342
11344;3.343
11350.6;3.345
11355;3.346
11359.8;3.347
11366.267;3.348
11372.333;3.35
11377.467;3.351
11382.733;3.352
11389.267;3.353
11396;3.355
11400.667;3.356
11408.267;3.357
11413.533;3.358
11419.8;3.36
11424.8;3.361
11431.867;3.362
11436.267;3.363
11442.867;3.365
11450.2;3.366
11454.933;3.367
11459.533;3.368
11466.133;3.369
11472.933;3.371
11477.933;3.372
11482.133;3.373
11488.8;3.374
11495.067;3.376
11501.133;3.377
11506.8;3.378
11514.2;3.379
11520.933;3.381
11525.867;3.382
11530.867;3.383
11536.467;3.384
11543.667;3.386
11548.2;3.387
11554.067;3.388
11561.333;3.39
11566.533;3.391
11572.267;3.392
11578.867;3.393
11584.467;3.395
11591.2;3.396
11596.467;3.397
11603.733;3.398
11609.2;3.4
11615.6;3.401
11622.933;3.402
11628.067;3.403
11633.067;3.405
11639.267;3.406
11646.133;3.407
11650.467;3.408
11655.733;3.41
11662.533;3.411
11668.933;3.412
11673.4;3.413
11678.067;3.415
11684.933;3.416
11692;3.417
11697.4;3.418
11702.733;3.42
11709.733;3.421
11716.733;3.422
11721.067;3.423
11726.2;3.425
11732.4;3.426
11739.533;3.427
11743.733;3.428
11748.8;3.43
11755;3.431
11760.667;3.432
11766;3.433
11771.133;3.435
11777.4;3.436
11784.4;3.437
11789.8;3.438
11795.333;3.44
11800.8;3.441
11806.867;3.442
11813.2;3.443
11818.4;3.445
11825.333;3.446
11833.2;3.447
11839.133;3.448
11844.6;3.45
11852.333;3.451
11858.867;3.452
11864.667;3.453
11872.133;3.455
11879.533;3.456
11884.667;3.457
11891.867;3.458
11899.467;3.46
11904.467;3.461
11909.333;3.462
11917.333;3.463
11924.667;3.465
11929.6;3.466
11934.8;3.467
11942.333;3.468
11948.867;3.47
11954.2;3.471
11958.733;3.472
11964.667;3.473
11971.4;3.475
11977.467;3.476
11984.8;3.477
11990;3.478
11997.267;3.48
12002.2;3.481
12008.133;3.482
12011.6;3.483
12017.933;3.485
12022.867;3.486
12029;3.487
12034.533;3.488
12039;3.49
12044.8;3.491
12050.867;3.492
12055.667;3.493
12061.6;3.495
12067.2;3.496
12073.467;3.497
12078.467;3.498
12084.267;3.5
12089.067;3.501
12095.267;3.502
12102;3.503
12106.533;3.505
12111.333;3.506
12118.533;3.507
12124.6;3.508
12131.267;3.51
12135.667;3.511
12143;3.512
12150;3.513
12153.933;3.514
12159.133;3.516
12166.6;3.517
12173.8;3.518
12178.6;3.52
12183.6;3.521
12192.2;3.522
12199.533;3.523
12204.333;3.525
12212;3.526
12219.333;3.527
12224.667;3.528
12231.533;3.53
12236;3.531
12243.867;3.532
12250;3.533
12255.333;3.534
12260.8;3.536
12268.267;3.537
12275.333;3.538
12280.467;3.54
12285.133;3.541
12291.333;3.542
12297.867;3.543
12304.2;3.545
12309.4;3.546
12316.133;3.547
12322.867;3.548
12328.467;3.55
12333.4;3.551
12340.2;3.552
12346.8;3.553
12352.4;3.554
12359.267;3.556
12366.067;3.557
12371.2;3.558
12378;3.559
12384.2;3.561
12389.2;3.562
12394.333;3.563
12400.733;3.565
12407.867;3.566
12412.8;3.567
12419.133;3.568
12423.667;3.57
12430.8;3.571
12435.933;3.572
12442.467;3.573
12447.133;3.575
12454.267;3.576
12459.733;3.577
12466.333;3.578
12470.8;3.58
12477.667;3.581
12483.8;3.582
12488.533;3.583
12493.6;3.584
12500.667;3.586
12507.267;3.587
12512.4;3.588
12517.533;3.59
12524.067;3.591
12531.533;3.592
12536.467;3.593
12542.4;3.595
12549.8;3.596
12557.533;3.597
12562.267;3.598
